	x
249	((((((((Ardipithecus_ramidus:0.134288,(Australopithecus_anamensis:0.226965,((Australopithecus_afarensis:0.162834,(Paranthropus_aethiopicus:0.038908,(Paranthropus_boisei:0.239947,Paranthropus_robustus:0.407501):0.166064):0.602137):0.079481,(((((Homo_sapiens:0.246201,Homo_ergaster:0.016623):0.036417,Homo_habilis:0.211303):0.227365,(Australopithecus_africanus:0.32945,(Homo_rudolfensis:0.04187,Kenyanthropus_platyops:0.098876):0.072263):0.047659):0.035271,Australopithecus_sediba:0.138619):0.301677,Australopithecus_garhi:0.256734):0.04446):0.083234):0.085207):0.042235,Sahelanthropus_tchadensis:0.142197):0.140768,Pan_troglodytes:0.071767):0.047875,Gorilla_gorilla:0.129531):0.126483,Pongo_pygmaeus:0.290369):0.245696,Hylobates:0.0254):0.257942,Papio:0.197999):0,Colobus_guereza:0.027838);
250	(((((((((Australopithecus_anamensis:0.264634,(((Australopithecus_garhi:0.137504,Australopithecus_afarensis:0.208097):0.0541,((((Homo_sapiens:0.122028,Homo_ergaster:0.025031):0.075958,Homo_habilis:0.190982):0.125258,((Australopithecus_africanus:0.220299,Homo_rudolfensis:0.257248):0.023322,Kenyanthropus_platyops:0.138605):0.246686):0.118588,Australopithecus_sediba:0.076811):0.361327):0.075606,(Paranthropus_aethiopicus:0.00436,(Paranthropus_boisei:0.225818,Paranthropus_robustus:0.338543):0.251699):0.506712):0.164222):0.06934,Ardipithecus_ramidus:0.093327):0.09201,Sahelanthropus_tchadensis:0.189503):0.061008,Pan_troglodytes:0.1084):0.123288,Gorilla_gorilla:0.188143):0.028034,Pongo_pygmaeus:0.467416):0.204115,Papio:0.108039):0.12814,Hylobates:0.296325):0,Colobus_guereza:0.127418);
251	(((((((Ardipithecus_ramidus:0.084291,(Sahelanthropus_tchadensis:0.157293,(((Australopithecus_sediba:0.102748,((Homo_rudolfensis:0.167242,Kenyanthropus_platyops:0.126153):0.109569,((Homo_ergaster:0.04517,Homo_sapiens:0.141731):0.170189,Homo_habilis:0.190281):0.116276):0.098048):0.123475,(Australopithecus_africanus:0.265041,Australopithecus_garhi:0.146653):0.200575):0.319056,(Australopithecus_anamensis:0.430735,(Australopithecus_afarensis:0.017293,((Paranthropus_boisei:0.098276,Paranthropus_robustus:0.414142):0.171716,Paranthropus_aethiopicus:0.09244):0.832953):0.150834):0.039435):0.109589):0.111665):0.283077,Pan_troglodytes:0.031901):0.106886,Gorilla_gorilla:0.106509):0.052954,Pongo_pygmaeus:0.265059):0.182916,Papio:0.0759):0.130803,Hylobates:0.148177):0,Colobus_guereza:0.134925);
252	((((((Ardipithecus_ramidus:0.205143,((Sahelanthropus_tchadensis:0.189665,((Australopithecus_afarensis:0.312222,(Australopithecus_africanus:0.255985,((Kenyanthropus_platyops:0.339994,Australopithecus_sediba:0.031207):0.039261,(Homo_rudolfensis:0.238315,(Homo_habilis:0.192742,(Homo_sapiens:0.122182,Homo_ergaster:0.032688):0.130831):0.073677):0.174799):0.087264):0.264411):0.000395,Australopithecus_garhi:0.220748):0.219032):0.002745,(Australopithecus_anamensis:0.037664,((Paranthropus_boisei:0.105192,Paranthropus_robustus:0.479114):0.390888,Paranthropus_aethiopicus:0.023898):0.933653):0.088893):0.138724):0.173978,Pan_troglodytes:0.063353):0.103679,(Pongo_pygmaeus:0.222245,Gorilla_gorilla:0.190479):0.014675):0.258975,Hylobates:0.048075):0.04005,Papio:0.182791):0,Colobus_guereza:0.124969);
253	((((((((Sahelanthropus_tchadensis:0.314629,(Australopithecus_anamensis:0.137376,(Australopithecus_afarensis:0.15477,(Australopithecus_garhi:0.316392,(((Australopithecus_africanus:0.338631,Kenyanthropus_platyops:0.152737):0.040427,Homo_rudolfensis:0.126684):0.081511,((Australopithecus_sediba:0.003286,(Homo_habilis:0.212318,(Homo_sapiens:0.103606,Homo_ergaster:0.077239):0.19154):0.097927):0.043744,(Paranthropus_aethiopicus:0.316405,(Paranthropus_boisei:0.009971,Paranthropus_robustus:0.323458):0.018823):0.777712):0.007044):0.125017):0.314973):0.099491):0.14342):0.100765,Ardipithecus_ramidus:0.124424):0.176341,Pan_troglodytes:0.093982):0.155197,Gorilla_gorilla:0.243756):0.166323,Pongo_pygmaeus:0.410452):0.161508,Hylobates:0.076531):0.158631,Papio:0.262344):0,Colobus_guereza:0.128591);
254	((((((((Ardipithecus_ramidus:0.139367,(Australopithecus_anamensis:0.261817,(Australopithecus_afarensis:0.290961,(((Kenyanthropus_platyops:0.085441,(Australopithecus_africanus:0.430854,Homo_rudolfensis:0.168258):0.012554):0.158605,(Australopithecus_sediba:0.109132,((Homo_ergaster:0.039757,Homo_sapiens:0.154341):0.080155,Homo_habilis:0.233742):0.086903):0.033923):0.241838,(Australopithecus_garhi:0.188439,(Paranthropus_aethiopicus:0.007147,(Paranthropus_robustus:0.344663,Paranthropus_boisei:0.121406):0.254474):0.524438):0.116965):0.000676):0.099565):0.182274):0.090112,Sahelanthropus_tchadensis:0.138069):0.074519,Pan_troglodytes:0.150928):0.031191,Gorilla_gorilla:0.076876):0.043012,Pongo_pygmaeus:0.276114):0.177363,Papio:0.128931):0.095024,Hylobates:0.094431):0,Colobus_guereza:0.107819);
255	((((((((Ardipithecus_ramidus:0.182523,(Australopithecus_anamensis:0.169733,(Australopithecus_afarensis:0.159464,((Australopithecus_africanus:0.300254,((((Homo_ergaster:0.02813,Homo_sapiens:0.172698):0.171405,Homo_habilis:0.16071):0.136556,(Homo_rudolfensis:0.150471,Kenyanthropus_platyops:0.060282):0.216289):0.082323,Australopithecus_sediba:0.162139):0.183679):0.072955,((Paranthropus_aethiopicus:0.065753,(Paranthropus_robustus:0.32362,Paranthropus_boisei:0.167454):0.138896):0.428503,Australopithecus_garhi:0.127564):0.044049):0.157026):0.183168):0.140418):0.009369,Sahelanthropus_tchadensis:0.053057):0.32487,Pan_troglodytes:0.073819):0.073053,Gorilla_gorilla:0.139502):0.091473,Pongo_pygmaeus:0.316498):0.171984,Papio:0.183034):0.10064,Hylobates:0.249742):0,Colobus_guereza:0.081489);
256	((((((((Sahelanthropus_tchadensis:0.209138,((Australopithecus_anamensis:0.2998,Australopithecus_afarensis:0.146046):0.163499,(((Paranthropus_aethiopicus:0.015096,(Paranthropus_robustus:0.252567,Paranthropus_boisei:0.018437):0.289349):0.512159,Australopithecus_garhi:0.013767):0.073524,((Australopithecus_sediba:0.072261,((Kenyanthropus_platyops:0.189283,Homo_rudolfensis:0.129038):0.237126,(Homo_habilis:0.207053,(Homo_sapiens:0.142922,Homo_ergaster:0.062306):0.044476):0.148086):0.092458):0.067185,Australopithecus_africanus:0.376692):0.111432):0.169362):0.252627):0.004868,Ardipithecus_ramidus:0.22542):0.15912,Pan_troglodytes:0.042482):0.096725,Gorilla_gorilla:0.099277):0.098822,Pongo_pygmaeus:0.353411):0.105255,Papio:0.102479):0.157073,Hylobates:0.135092):0,Colobus_guereza:0.117189);
257	((((((((Ardipithecus_ramidus:0.131015,(Australopithecus_anamensis:0.227734,((Australopithecus_garhi:0.303552,((Paranthropus_boisei:0.120434,Paranthropus_robustus:0.395895):0.327585,Paranthropus_aethiopicus:0.009721):0.707731):0.028998,(Australopithecus_afarensis:0.201548,((Australopithecus_sediba:0.039089,(Homo_habilis:0.290635,(Homo_ergaster:0.033379,Homo_sapiens:0.111681):0.110824):0.074211):0.053937,(Australopithecus_africanus:0.351666,(Homo_rudolfensis:0.229424,Kenyanthropus_platyops:0.001521):0.004818):0.080396):0.235131):0.013859):0.19596):0.152228):0.081811,Sahelanthropus_tchadensis:0.117441):0.259364,Pan_troglodytes:0.104071):0.116675,Gorilla_gorilla:0.18607):0.083491,Pongo_pygmaeus:0.298497):0.185986,Hylobates:0.056685):0.123788,Papio:0.190032):0,Colobus_guereza:0.144623);
258	(((((((((((Australopithecus_anamensis:0.208129,Australopithecus_afarensis:0.147887):0.042283,(((Paranthropus_robustus:0.330848,Paranthropus_boisei:0.109726):0.289645,Paranthropus_aethiopicus:0.044355):0.362452,Australopithecus_garhi:0.201165):0.274118):0.096122,(((Homo_habilis:0.139238,(Homo_ergaster:0.135425,Homo_sapiens:0.098104):0.036931):0.132465,((Australopithecus_africanus:0.338425,Kenyanthropus_platyops:0.165209):0.173041,Homo_rudolfensis:0.235175):0.083807):0.092603,Australopithecus_sediba:0.031318):0.262583):0.085712,Ardipithecus_ramidus:0.133015):0.137566,Sahelanthropus_tchadensis:0.166543):0.257265,Pan_troglodytes:0.082244):0.006804,Gorilla_gorilla:0.185873):0.237699,Pongo_pygmaeus:0.332932):0.098749,Papio:0.123772):0.049133,Hylobates:0.203095):0,Colobus_guereza:0.073026);
259	((((((((Ardipithecus_ramidus:0.083623,(Australopithecus_anamensis:0.195861,(Australopithecus_garhi:0.16176,(Australopithecus_afarensis:0.139533,(((Australopithecus_sediba:0.058339,((Homo_rudolfensis:0.145924,Kenyanthropus_platyops:0.056689):0.239599,Australopithecus_africanus:0.421458):0.095845):0.012911,(Homo_habilis:0.114064,(Homo_sapiens:0.121544,Homo_ergaster:0.123611):0.105393):0.302152):0.060704,(Paranthropus_aethiopicus:0.045629,(Paranthropus_boisei:0.168748,Paranthropus_robustus:0.399889):0.225431):0.812185):0.095282):0.014527):0.1948):0.140401):0.052413,Sahelanthropus_tchadensis:0.247255):0.176697,Pan_troglodytes:0.146194):0.105387,Gorilla_gorilla:0.083716):0.118711,Pongo_pygmaeus:0.219081):0.301009,Papio:0.049199):0.252631,Hylobates:0.181744):0,Colobus_guereza:0.137696);
260	(((((((Ardipithecus_ramidus:0.148746,(Sahelanthropus_tchadensis:0.154748,((Australopithecus_afarensis:0.304799,(((((Australopithecus_africanus:0.30326,(Kenyanthropus_platyops:0.40062,Homo_rudolfensis:0.102409):0.039735):0.185398,Australopithecus_sediba:0.00786):0.02022,(Homo_habilis:0.300254,(Homo_ergaster:0.027819,Homo_sapiens:0.227894):0.049294):0.192963):0.059599,Australopithecus_garhi:0.085077):0.208369,((Paranthropus_robustus:0.454209,Paranthropus_boisei:0.088116):0.369154,Paranthropus_aethiopicus:0.014872):0.601025):0.035255):0.111867,Australopithecus_anamensis:0.248314):0.141464):0.037492):0.151482,Pan_troglodytes:0.112733):0.152184,Gorilla_gorilla:0.115474):0.238512,Pongo_pygmaeus:0.185265):0.167357,Papio:0.057076):0.13971,Hylobates:0.168783):0,Colobus_guereza:0.049756);
261	(((((((((Australopithecus_anamensis:0.245349,(((Australopithecus_garhi:0.087242,((Paranthropus_boisei:0.020178,Paranthropus_robustus:0.304513):0.265683,Paranthropus_aethiopicus:0.123494):0.591718):0.178683,(Australopithecus_sediba:0.051121,((Australopithecus_africanus:0.418187,(Kenyanthropus_platyops:0.27442,Homo_rudolfensis:0.297608):0.049165):0.105273,(Homo_habilis:0.194796,(Homo_ergaster:0.040427,Homo_sapiens:0.150563):0.079689):0.051653):0.107042):0.255632):0.148798,Australopithecus_afarensis:0.115915):0.097171):0.075084,Ardipithecus_ramidus:0.244502):0.061831,Sahelanthropus_tchadensis:0.089413):0.149818,Pan_troglodytes:0.072152):0.06924,Gorilla_gorilla:0.083746):0.127579,Pongo_pygmaeus:0.360174):0.143591,Papio:0.181169):0.089936,Hylobates:0.220312):0,Colobus_guereza:0.079454);
262	(((((((((((((Paranthropus_aethiopicus:0.005514,(Paranthropus_robustus:0.352444,Paranthropus_boisei:0.141569):0.278182):0.519291,(Australopithecus_sediba:0.011929,(((Homo_ergaster:0.052442,Homo_sapiens:0.18845):0.112795,Homo_habilis:0.154369):0.209855,(Australopithecus_africanus:0.258529,(Kenyanthropus_platyops:0.336327,Homo_rudolfensis:0.183905):0.035567):0.06346):0.042322):0.19431):0.045951,Australopithecus_garhi:0.044551):0.014453,Australopithecus_afarensis:0.146521):0.084531,Australopithecus_anamensis:0.423526):0.116497,Sahelanthropus_tchadensis:0.112123):0.040329,Ardipithecus_ramidus:0.117242):0.141676,Pan_troglodytes:0.084084):0.132239,Gorilla_gorilla:0.131462):0.129402,Pongo_pygmaeus:0.497239):0.104666,Papio:0.100385):0.102628,Hylobates:0.130442):0,Colobus_guereza:0.093704);
263	(((((((Ardipithecus_ramidus:0.048543,Sahelanthropus_tchadensis:0.244471):0.011557,(Australopithecus_anamensis:0.307738,(Australopithecus_afarensis:0.16569,(Australopithecus_garhi:0.092394,(Australopithecus_africanus:0.32362,(Australopithecus_sediba:0.039397,((Homo_habilis:0.171012,((Homo_sapiens:0.207593,Homo_ergaster:0.019131):0.029254,((Paranthropus_boisei:0.196675,Paranthropus_aethiopicus:0.499742):0.112744,Paranthropus_robustus:0.237702):1.034339):0.024626):0.263566,(Homo_rudolfensis:0.263048,Kenyanthropus_platyops:0.092895):0.130347):0.024762):0.173871):0.14667):0.036897):0.067278):0.154899):0.181651,(Gorilla_gorilla:0.236907,Pan_troglodytes:0.018496):0.047911):0.164544,Pongo_pygmaeus:0.398405):0.161674,Hylobates:0.195619):0.107579,Papio:0.228389):0,Colobus_guereza:0.055525);
264	(((((((Ardipithecus_ramidus:0.134801,(Australopithecus_anamensis:0.152542,(Sahelanthropus_tchadensis:0.237383,((Australopithecus_africanus:0.323996,((((Homo_habilis:0.333242,(Homo_ergaster:0.034634,Homo_sapiens:0.12561):0.165435):0.055844,(Paranthropus_robustus:0.425265,(Paranthropus_boisei:0.171939,Paranthropus_aethiopicus:0.137862):0.03981):0.514675):0.159144,Australopithecus_sediba:0.056373):0.114161,(Kenyanthropus_platyops:0.006581,Homo_rudolfensis:0.14353):0.142027):0.154667):0.133411,(Australopithecus_garhi:0.144158,Australopithecus_afarensis:0.185312):0.02201):0.22208):0.168024):0.054573):0.208065,Pan_troglodytes:0.085628):0.087645,Gorilla_gorilla:0.34727):0.14593,Pongo_pygmaeus:0.281657):0.160097,Papio:0.091583):0.098333,Hylobates:0.214029):0,Colobus_guereza:0.061714);
265	((((((((Ardipithecus_ramidus:0.20836,(((((((Kenyanthropus_platyops:0.099425,Homo_rudolfensis:0.093619):0.147574,((Homo_sapiens:0.148241,Homo_ergaster:0.035359):0.082961,Homo_habilis:0.307389):0.068726):0.150798,Australopithecus_sediba:0.016855):0.047371,Australopithecus_africanus:0.350062):0.232989,(Australopithecus_garhi:0.165104,(Paranthropus_aethiopicus:0.012902,(Paranthropus_robustus:0.374377,Paranthropus_boisei:0.086983):0.168987):0.504676):0.126829):0.074447,Australopithecus_afarensis:0.136694):0.160874,Australopithecus_anamensis:0.051474):0.135577):0.098526,Sahelanthropus_tchadensis:0.148162):0.154191,Pan_troglodytes:0.104589):0.096334,Gorilla_gorilla:0.076807):0.194871,Pongo_pygmaeus:0.365192):0.053605,Papio:0.058579):0.122495,Hylobates:0.302274):0,Colobus_guereza:0.062751);
266	(((((((((Australopithecus_anamensis:0.306893,((((Australopithecus_sediba:0.009639,((Kenyanthropus_platyops:0.832853,Homo_rudolfensis:0.077243):0.106812,Australopithecus_africanus:0.268272):0.160908):0.111326,(Homo_habilis:0.405082,(Homo_sapiens:0.153254,Homo_ergaster:0.030681):0.112544):0.116949):0.310196,Australopithecus_afarensis:0.15738):0.060708,(Australopithecus_garhi:0.135857,((Paranthropus_boisei:0.051822,Paranthropus_robustus:0.470387):0.321475,Paranthropus_aethiopicus:0.040672):0.529492):0.061836):0.163748):0.1517,Ardipithecus_ramidus:0.156472):0.03356,Sahelanthropus_tchadensis:0.043629):0.183887,Pan_troglodytes:0.068706):0.054973,Gorilla_gorilla:0.274687):0.14084,Pongo_pygmaeus:0.453448):0.097807,Hylobates:0.119052):0.11021,Papio:0.315585):0,Colobus_guereza:0.111537);
267	((((((((Ardipithecus_ramidus:0.288176,((Australopithecus_anamensis:0.076845,((Paranthropus_boisei:0.036748,Paranthropus_robustus:0.371906):0.270333,Paranthropus_aethiopicus:0.019085):0.57111):0.047301,(Australopithecus_afarensis:0.090448,(Australopithecus_garhi:0.172759,(Australopithecus_africanus:0.381322,(Australopithecus_sediba:0.017745,((Kenyanthropus_platyops:0.071944,Homo_rudolfensis:0.231829):0.151856,((Homo_sapiens:0.315688,Homo_ergaster:0.094807):0.089921,Homo_habilis:0.272703):0.114821):0.034067):0.107092):0.043105):0.336539):0.105871):0.250446):0.05873,Sahelanthropus_tchadensis:0.080399):0.043099,Pan_troglodytes:0.138782):0.087397,Gorilla_gorilla:0.14422):0.066008,Pongo_pygmaeus:0.257338):0.250294,Papio:0.176934):0.109233,Hylobates:0.152498):0,Colobus_guereza:0.089422);
268	(((((((((((Australopithecus_garhi:0.272303,((Paranthropus_robustus:0.444858,Paranthropus_boisei:0.148683):0.377412,Paranthropus_aethiopicus:0.023002):0.662061):0.074553,(Australopithecus_sediba:0.053044,(((Kenyanthropus_platyops:0.047841,Homo_rudolfensis:0.049974):0.068121,Australopithecus_africanus:0.432497):0.062282,(Homo_habilis:0.24076,(Homo_ergaster:0.008668,Homo_sapiens:0.217227):0.226643):0.154479):0.118352):0.271294):0.17183,(Australopithecus_anamensis:0.217313,Australopithecus_afarensis:0.354607):0.007321):0.186427,Sahelanthropus_tchadensis:0.171546):0.098066,Ardipithecus_ramidus:0.191838):0.033493,Pan_troglodytes:0.172183):0.095837,Gorilla_gorilla:0.167014):0.139586,Pongo_pygmaeus:0.3681):0.148104,Papio:0.089337):0.193552,Hylobates:0.139873):0,Colobus_guereza:0.100048);
269	(((((((Ardipithecus_ramidus:0.097478,(((Australopithecus_garhi:0.161393,((((Homo_rudolfensis:0.15528,Kenyanthropus_platyops:0.00903):0.276935,Australopithecus_africanus:0.159212):0.058495,Australopithecus_sediba:0.131834):0.14935,((Homo_sapiens:0.164221,Homo_ergaster:0.077815):0.199731,Homo_habilis:0.101136):0.191821):0.051101):0.196187,(Australopithecus_afarensis:0.190921,((Paranthropus_aethiopicus:0.104642,(Paranthropus_robustus:0.404273,Paranthropus_boisei:0.176137):0.159443):0.745039,Australopithecus_anamensis:0.093362):0.041399):0.023447):0.080591,Sahelanthropus_tchadensis:0.309748):0.054145):0.14221,Pan_troglodytes:0.082519):0.064988,Gorilla_gorilla:0.132454):0.201084,Pongo_pygmaeus:0.209035):0.270751,Papio:0.11702):0.135226,Hylobates:0.142491):0,Colobus_guereza:0.116048);
270	(((((((((Australopithecus_anamensis:0.207333,Australopithecus_afarensis:0.295116):0.019999,((((Australopithecus_africanus:0.353819,(Homo_rudolfensis:0.124705,Kenyanthropus_platyops:0.007187):0.115404):0.123114,((Homo_habilis:0.203299,(Homo_sapiens:0.155577,Homo_ergaster:0.050889):0.219957):0.254678,Australopithecus_sediba:0.000864):0.049456):0.310343,Australopithecus_garhi:0.146093):0.004963,(Paranthropus_aethiopicus:0.11143,(Paranthropus_robustus:0.244834,Paranthropus_boisei:0.092877):0.270356):0.358014):0.162758):0.498055,Ardipithecus_ramidus:0.024736):0.081432,Sahelanthropus_tchadensis:0.177107):0.311504,(Gorilla_gorilla:0.132191,Pan_troglodytes:0.090148):0.070433):0.123844,Pongo_pygmaeus:0.24384):0.25846,Hylobates:0.162569):0.028883,Papio:0.202086):0,Colobus_guereza:0.049462);
271	((((((((((Australopithecus_anamensis:0.11114,(Paranthropus_aethiopicus:0.007206,(Paranthropus_boisei:0.136646,Paranthropus_robustus:0.540016):0.196912):0.726372):0.038044,(Australopithecus_afarensis:0.243971,(((Homo_rudolfensis:0.085712,Kenyanthropus_platyops:0.113872):0.24148,(Australopithecus_garhi:0.22005,Australopithecus_africanus:0.31025):0.047539):0.026227,(Australopithecus_sediba:0.061087,(Homo_habilis:0.147228,(Homo_sapiens:0.19211,Homo_ergaster:0.051108):0.144112):0.157443):0.103462):0.177671):0.096484):0.079604,Sahelanthropus_tchadensis:0.105296):0.083978,Ardipithecus_ramidus:0.109567):0.145895,Pan_troglodytes:0.099832):0.094913,Gorilla_gorilla:0.323946):0.160094,Pongo_pygmaeus:0.347451):0.109588,Papio:0.196037):0.135291,Hylobates:0.11737):0,Colobus_guereza:0.057806);
272	(((((((Ardipithecus_ramidus:0.068175,(Sahelanthropus_tchadensis:0.216122,(Australopithecus_anamensis:0.152571,(Australopithecus_afarensis:0.092692,(Australopithecus_garhi:0.113569,((Australopithecus_sediba:0.106109,((Homo_habilis:0.20034,(Homo_sapiens:0.193367,Homo_ergaster:0.042341):0.239558):0.180669,((Kenyanthropus_platyops:0.081725,Homo_rudolfensis:0.071045):0.047983,Australopithecus_africanus:0.304084):0.201143):0.023303):0.230302,((Paranthropus_boisei:0.118131,Paranthropus_robustus:0.405882):0.163007,Paranthropus_aethiopicus:0.007743):0.579632):0.001511):0.102209):0.161303):0.068192):0.080261):0.102762,Pan_troglodytes:0.086922):0.068017,Gorilla_gorilla:0.214854):0.132823,Pongo_pygmaeus:0.208856):0.286862,Hylobates:0.001854):0.259637,Papio:0.319629):0,Colobus_guereza:0.005674);
273	(((((((Ardipithecus_ramidus:0.129767,((Sahelanthropus_tchadensis:0.121131,Australopithecus_anamensis:0.36324):0.111939,((((Paranthropus_aethiopicus:0.025735,(Paranthropus_robustus:0.286988,Paranthropus_boisei:0.096715):0.392883):0.618898,(Australopithecus_sediba:0.032733,(((Homo_sapiens:0.137851,Homo_ergaster:0.0466):0.045574,Homo_habilis:0.15077):0.082524,((Kenyanthropus_platyops:0.187621,Australopithecus_africanus:0.647455):0.090008,Homo_rudolfensis:0.057155):0.213913):0.059025):0.11068):0.098969,Australopithecus_afarensis:0.530106):0.01497,Australopithecus_garhi:0.202025):0.083403):0.055485):0.168309,Pan_troglodytes:0.089197):0.134825,Gorilla_gorilla:0.157363):0.116227,Pongo_pygmaeus:0.233509):0.107904,Papio:0.223204):0.059133,Hylobates:0.107619):0,Colobus_guereza:0.181091);
